run_uid,policy_id,cohort,step_uid,step_idx,used_data_stage_uid,table_code,status,sum_assured,entry_date,npdd,ltd_payment_term,entry_age_1,gender_1,entry_age_2,gender_2,joint_val_age,premium_frequency,modal_premium,unsmoothed_asset_share,smoothed_asset_share,surrender_benefit,death_benefit,exit_bonus_rate,unpaid_premiums,death_uplift_factor,guaranteed_death_benefit,title,type
40b70255-1c18-488f-821c-492a2835c810,P18715755,REMAINING,f198c564-7f6b-46a7-af3c-bd9b4ef6bc1b,0,00000000-0000-0000-0000-000000000000,T65,PUP,1148.82,1994-12-22,2007-09-22,41,34,FEMALE,NA,NA,NA,MONTHLY,4.67,4898.4478,4991.6006,5041.5166,5733.3477,0.01,0,1.1372268,1975.6201,Opening Re-Run,OPENING_RERUN
40b70255-1c18-488f-821c-492a2835c810,P18715755,REMAINING,6920fbd3-e1d1-4459-aca9-aa7c63267a14,1,00000000-0000-0000-0000-000000000000,T65,PUP,1148.82,1994-12-22,2007-09-22,41,34,FEMALE,NA,NA,NA,MONTHLY,4.67,4898.4478,4991.6006,5041.5166,5733.3477,0.01,0,1.1372268,1975.6201,Remove Exited Records,REMOVE_EXITED_RECORDS
40b70255-1c18-488f-821c-492a2835c810,P18715755,REMAINING,6d3385fc-8e01-4e95-9dc2-65471813ea5e,2,00000000-0000-0000-0000-000000000000,T65,PUP,1148.82,1994-12-22,2007-09-22,41,34,FEMALE,NA,NA,NA,MONTHLY,4.67,4898.4478,4991.6006,5041.5166,5733.3477,0.01,0,1.1372268,1975.6201,Restated Opening Data,DATA_CHANGE
40b70255-1c18-488f-821c-492a2835c810,P18715755,REMAINING,1254ec7b-e4ee-4a3b-b295-def984bc7e80,3,00000000-0000-0000-0000-000000000000,T65,PUP,1148.82,1994-12-22,2007-09-22,41,34,FEMALE,NA,NA,NA,MONTHLY,4.67,4898.4478,4991.6006,5041.5166,5733.3477,0.01,0,1.1372268,1975.6201,AoC Opening Consistency Check,SOURCE_CHANGE
40b70255-1c18-488f-821c-492a2835c810,P18715755,REMAINING,7f0492ca-6211-4032-bf89-a15879d07856,4,00000000-0000-0000-0000-000000000000,T65,PUP,1148.82,1994-12-22,2007-09-22,41,34,FEMALE,NA,NA,NA,MONTHLY,4.67,4898.4478,4991.6006,5041.5166,5733.3477,0.01,0,1.1372268,1975.6201,Restated Opening Adjustments,SOURCE_CHANGE
40b70255-1c18-488f-821c-492a2835c810,P18715755,REMAINING,d3d411ec-f5d7-419a-a9ff-67e3d95a9e15,5,00000000-0000-0000-0000-000000000000,T65,PUP,1148.82,1994-12-22,2007-09-22,41,34,FEMALE,NA,NA,NA,MONTHLY,4.67,4901.904,4991.821,5041.739,5733.6006,0.01,0,1.1372268,1975.6201,Restated Opening Returns,SOURCE_CHANGE
40b70255-1c18-488f-821c-492a2835c810,P18715755,REMAINING,61530067-7402-435c-8c3e-933d80d19220,6,00000000-0000-0000-0000-000000000000,T65,PUP,1148.82,1994-12-22,2007-09-22,41,34,FEMALE,NA,NA,NA,MONTHLY,4.67,4535.2026,4618.393,4664.577,5304.682,0.01,0,1.1372268,1975.6201,Restated Opening Deductions,SOURCE_CHANGE
40b70255-1c18-488f-821c-492a2835c810,P18715755,REMAINING,12ff0e3a-eab8-4d55-94d5-92a561abd141,7,00000000-0000-0000-0000-000000000000,T65,PUP,1148.82,1994-12-22,2007-09-22,41,34,FEMALE,NA,NA,NA,MONTHLY,4.67,4552.1777,4636.215,4682.577,5325.152,0.01,0,1.1372268,1975.6201,Move To Closing Run Date,SOURCE_CHANGE
40b70255-1c18-488f-821c-492a2835c810,P18715755,REMAINING,92ae5c91-e2f7-4112-8063-b143c467e4b3,8,00000000-0000-0000-0000-000000000000,T65,PUP,1148.82,1994-12-22,2007-09-22,41,34,FEMALE,NA,NA,NA,MONTHLY,4.67,4552.1777,4636.215,4682.577,5325.152,0.01,0,1.1372268,1975.6201,Data Roll-Forward,DATA_CHANGE
40b70255-1c18-488f-821c-492a2835c810,P18715755,REMAINING,1b901498-b74d-408c-a3b4-f8654f63cf41,9,00000000-0000-0000-0000-000000000000,T65,PUP,1148.82,1994-12-22,2007-09-22,41,34,FEMALE,NA,NA,NA,MONTHLY,4.67,4552.1777,4636.215,4682.577,5325.152,0.01,0,1.1372268,1975.6201,Adjustments,SOURCE_CHANGE
40b70255-1c18-488f-821c-492a2835c810,P18715755,REMAINING,320d8985-c752-43e1-89ba-72411a2053ad,10,00000000-0000-0000-0000-000000000000,T65,PUP,1148.82,1994-12-22,2007-09-22,41,34,FEMALE,NA,NA,NA,MONTHLY,4.67,4552.1777,4636.215,4682.577,5325.152,0.01,0,1.1372268,1975.6201,Premiums,SOURCE_CHANGE
40b70255-1c18-488f-821c-492a2835c810,P18715755,REMAINING,a1639a6e-9660-4f8f-8029-ce01d2767ce7,11,00000000-0000-0000-0000-000000000000,T65,PUP,1148.82,1994-12-22,2007-09-22,41,34,FEMALE,NA,NA,NA,MONTHLY,4.67,4522.589,4606.0796,4652.14,5290.5386,0.01,0,1.1372268,1975.6201,Deductions,SOURCE_CHANGE
40b70255-1c18-488f-821c-492a2835c810,P18715755,REMAINING,4eafa688-4ae0-4ded-aa92-2710f876a981,12,00000000-0000-0000-0000-000000000000,T65,PUP,1148.82,1994-12-22,2007-09-22,41,34,FEMALE,NA,NA,NA,MONTHLY,4.67,4510.2017,4593.464,4639.3984,5276.049,0.01,0,1.1372268,1975.6201,Mortality Charges,SOURCE_CHANGE
40b70255-1c18-488f-821c-492a2835c810,P18715755,REMAINING,2df7f353-9b69-40c3-9f97-7b1fef2b8b2b,13,00000000-0000-0000-0000-000000000000,T65,PUP,1148.82,1994-12-22,2007-09-22,41,34,FEMALE,NA,NA,NA,MONTHLY,4.67,4527.0835,4610.747,4656.8545,5295.9,0.01,0,1.1372268,1975.6201,Investment Returns,SOURCE_CHANGE
40b70255-1c18-488f-821c-492a2835c810,P18715755,REMAINING,8d823d72-6027-49c0-8962-c1f725d199a5,14,00000000-0000-0000-0000-000000000000,T65,PUP,1148.82,1994-12-22,2007-09-22,41,34,FEMALE,NA,NA,NA,MONTHLY,4.67,4527.0835,4610.747,4656.8545,5295.9,0.01,0,1.1372268,1979.1926,Closing Guaranteed Death Benefit,SOURCE_CHANGE
40b70255-1c18-488f-821c-492a2835c810,P18715755,REMAINING,4698425d-e165-4881-a5dd-b90e342e1795,15,00000000-0000-0000-0000-000000000000,T65,PUP,1148.82,1994-12-22,2007-09-22,41,34,FEMALE,NA,NA,NA,MONTHLY,4.67,4527.0835,4610.747,4656.8545,5295.9,0.01,0,1.1372268,1979.1926,Closing Death Uplift Factor,SOURCE_CHANGE
40b70255-1c18-488f-821c-492a2835c810,P18715755,REMAINING,aff89bf5-604e-4989-8b11-c3ba24d1fca1,16,00000000-0000-0000-0000-000000000000,T65,PUP,1148.82,1994-12-22,2007-09-22,41,34,FEMALE,NA,NA,NA,MONTHLY,4.67,4527.0835,4610.747,4656.8545,5295.9,0.01,0,1.1372268,1979.1926,Closing Exit Bonus Rate,SOURCE_CHANGE
40b70255-1c18-488f-821c-492a2835c810,P18715755,REMAINING,7e38d53b-960c-44e1-8adc-13bf645196ec,17,00000000-0000-0000-0000-000000000000,T65,PUP,1148.82,1994-12-22,2007-09-22,41,34,FEMALE,NA,NA,NA,MONTHLY,4.67,4527.0835,4610.747,4656.8545,5295.9,0.01,0,1.1372268,1979.1926,AoC Closing Consistency Check,SOURCE_CHANGE
40b70255-1c18-488f-821c-492a2835c810,P18715755,REMAINING,b5c1db87-1bdd-4574-ad7a-86e4122c4799,18,00000000-0000-0000-0000-000000000000,T65,PUP,1148.82,1994-12-22,2007-09-22,41,34,FEMALE,NA,NA,NA,MONTHLY,4.67,4527.0835,4610.747,4656.8545,5295.9,0.01,0,1.1372268,1979.1926,Status Changes To Paid-Up,DATA_CHANGE
40b70255-1c18-488f-821c-492a2835c810,P18715755,REMAINING,ba0238f1-df2b-43c7-95b2-557d846a81f8,19,00000000-0000-0000-0000-000000000000,T65,PUP,1148.82,1994-12-22,2007-09-22,41,34,FEMALE,NA,NA,NA,MONTHLY,4.67,4527.0835,4610.747,4656.8545,5295.9,0.01,0,1.1372268,1979.1926,Move To Closing Data,MOVE_TO_CLOSING_DATA
40b70255-1c18-488f-821c-492a2835c810,P18715755,REMAINING,cf93808c-bacc-4137-b849-6227df8c177f,20,00000000-0000-0000-0000-000000000000,T65,PUP,1148.82,1994-12-22,2007-09-22,41,34,FEMALE,NA,NA,NA,MONTHLY,4.67,4527.0835,4610.747,4656.8545,5295.9,0.01,0,1.1372268,1979.1926,Add New Records,ADD_NEW_RECORDS
40b70255-1c18-488f-821c-492a2835c810,P18715755,REMAINING,3f8c9b7e-2a4d-4f3a-9e2e-7d1c8a9f6b2c,21,00000000-0000-0000-0000-000000000000,T65,PUP,1148.82,1994-12-22,2007-09-22,41,34,FEMALE,NA,NA,NA,MONTHLY,4.67,4537.3345,4611.399,4657.5127,5296.6484,0.01,0,1.1372268,1979.1926,Move To Closing Month-End,SOURCE_CHANGE
40b70255-1c18-488f-821c-492a2835c810,P18715755,REMAINING,9a1d4c3f-6b7e-4d2a-8f9c-3e2b1a7d5c4e,22,00000000-0000-0000-0000-000000000000,T65,PUP,1148.82,1994-12-22,2007-09-22,41,34,FEMALE,NA,NA,NA,MONTHLY,4.67,4520.415,4627.527,4673.8022,5315.173,0.01,0,1.1372268,1979.1926,Switch To Valuation Asset Shares,SOURCE_CHANGE
40b70255-1c18-488f-821c-492a2835c810,P20008557,REMAINING,f198c564-7f6b-46a7-af3c-bd9b4ef6bc1b,0,00000000-0000-0000-0000-000000000000,T75,PP,113.95,1985-07-22,2025-01-01,43,32,MALE,NA,NA,NA,YEARLY,5.3,2339.277,2384.9404,2408.7898,2695.749,0.01,0,1.11913,795.371,Opening Re-Run,OPENING_RERUN
40b70255-1c18-488f-821c-492a2835c810,P20008557,REMAINING,6920fbd3-e1d1-4459-aca9-aa7c63267a14,1,00000000-0000-0000-0000-000000000000,T75,PP,113.95,1985-07-22,2025-01-01,43,32,MALE,NA,NA,NA,YEARLY,5.3,2339.277,2384.9404,2408.7898,2695.749,0.01,0,1.11913,795.371,Remove Exited Records,REMOVE_EXITED_RECORDS
40b70255-1c18-488f-821c-492a2835c810,P20008557,REMAINING,6d3385fc-8e01-4e95-9dc2-65471813ea5e,2,00000000-0000-0000-0000-000000000000,T75,PP,113.95,1985-07-22,2025-01-01,43,32,MALE,NA,NA,NA,YEARLY,5.3,2339.277,2384.9404,2408.7898,2695.749,0.01,0,1.11913,795.371,Restated Opening Data,DATA_CHANGE
40b70255-1c18-488f-821c-492a2835c810,P20008557,REMAINING,1254ec7b-e4ee-4a3b-b295-def984bc7e80,3,00000000-0000-0000-0000-000000000000,T75,PP,113.95,1985-07-22,2025-01-01,43,32,MALE,NA,NA,NA,YEARLY,5.3,2339.277,2384.9404,2408.7898,2695.749,0.01,0,1.11913,795.371,AoC Opening Consistency Check,SOURCE_CHANGE
40b70255-1c18-488f-821c-492a2835c810,P20008557,REMAINING,7f0492ca-6211-4032-bf89-a15879d07856,4,00000000-0000-0000-0000-000000000000,T75,PP,113.95,1985-07-22,2025-01-01,43,32,MALE,NA,NA,NA,YEARLY,5.3,2339.277,2384.9404,2408.7898,2695.749,0.01,0,1.11913,795.371,Restated Opening Adjustments,SOURCE_CHANGE
40b70255-1c18-488f-821c-492a2835c810,P20008557,REMAINING,d3d411ec-f5d7-419a-a9ff-67e3d95a9e15,5,00000000-0000-0000-0000-000000000000,T75,PP,113.95,1985-07-22,2025-01-01,43,32,MALE,NA,NA,NA,YEARLY,5.3,2339.8875,2384.9792,2408.829,2695.7927,0.01,0,1.11913,795.371,Restated Opening Returns,SOURCE_CHANGE
40b70255-1c18-488f-821c-492a2835c810,P20008557,REMAINING,61530067-7402-435c-8c3e-933d80d19220,6,00000000-0000-0000-0000-000000000000,T75,PP,113.95,1985-07-22,2025-01-01,43,32,MALE,NA,NA,NA,YEARLY,5.3,2165.0107,2206.7312,2228.7986,2494.3154,0.01,0,1.11913,795.371,Restated Opening Deductions,SOURCE_CHANGE
40b70255-1c18-488f-821c-492a2835c810,P20008557,REMAINING,12ff0e3a-eab8-4d55-94d5-92a561abd141,7,00000000-0000-0000-0000-000000000000,T75,PP,113.95,1985-07-22,2025-01-01,43,32,MALE,NA,NA,NA,YEARLY,5.3,2175.8088,2217.3977,2239.5718,2506.3718,0.01,0,1.11913,795.371,Move To Closing Run Date,SOURCE_CHANGE
40b70255-1c18-488f-821c-492a2835c810,P20008557,REMAINING,92ae5c91-e2f7-4112-8063-b143c467e4b3,8,92ae5c91-e2f7-4112-8063-b143c467e4b3,T75,PP,113.95,1985-07-22,2025-02-01,43,32,MALE,NA,NA,NA,YEARLY,5.3,2175.8088,2217.3977,2239.5718,2506.3718,0.01,0,1.11913,795.371,Data Roll-Forward,DATA_CHANGE
40b70255-1c18-488f-821c-492a2835c810,P20008557,REMAINING,1b901498-b74d-408c-a3b4-f8654f63cf41,9,92ae5c91-e2f7-4112-8063-b143c467e4b3,T75,PP,113.95,1985-07-22,2025-02-01,43,32,MALE,NA,NA,NA,YEARLY,5.3,2175.8088,2217.3977,2239.5718,2506.3718,0.01,0,1.11913,795.371,Adjustments,SOURCE_CHANGE
40b70255-1c18-488f-821c-492a2835c810,P20008557,REMAINING,320d8985-c752-43e1-89ba-72411a2053ad,10,92ae5c91-e2f7-4112-8063-b143c467e4b3,T75,PP,113.95,1985-07-22,2025-02-01,43,32,MALE,NA,NA,NA,YEARLY,5.3,2176.2495,2217.8381,2240.0166,2506.8699,0.01,0,1.11913,795.371,Premiums,SOURCE_CHANGE
40b70255-1c18-488f-821c-492a2835c810,P20008557,REMAINING,a1639a6e-9660-4f8f-8029-ce01d2767ce7,11,92ae5c91-e2f7-4112-8063-b143c467e4b3,T75,PP,113.95,1985-07-22,2025-02-01,43,32,MALE,NA,NA,NA,YEARLY,5.3,2162.1038,2203.4224,2225.4565,2490.5752,0.01,0,1.11913,795.371,Deductions,SOURCE_CHANGE
40b70255-1c18-488f-821c-492a2835c810,P20008557,REMAINING,4eafa688-4ae0-4ded-aa92-2710f876a981,12,92ae5c91-e2f7-4112-8063-b143c467e4b3,T75,PP,113.95,1985-07-22,2025-02-01,43,32,MALE,NA,NA,NA,YEARLY,5.3,2149.7227,2190.8044,2212.7124,2476.3127,0.01,0,1.11913,795.371,Mortality Charges,SOURCE_CHANGE
40b70255-1c18-488f-821c-492a2835c810,P20008557,REMAINING,2df7f353-9b69-40c3-9f97-7b1fef2b8b2b,13,92ae5c91-e2f7-4112-8063-b143c467e4b3,T75,PP,113.95,1985-07-22,2025-02-01,43,32,MALE,NA,NA,NA,YEARLY,5.3,2160.4446,2201.159,2223.1704,2488.0168,0.01,0,1.11913,795.371,Investment Returns,SOURCE_CHANGE
40b70255-1c18-488f-821c-492a2835c810,P20008557,REMAINING,8d823d72-6027-49c0-8962-c1f725d199a5,14,92ae5c91-e2f7-4112-8063-b143c467e4b3,T75,PP,113.95,1985-07-22,2025-02-01,43,32,MALE,NA,NA,NA,YEARLY,5.3,2160.4446,2201.159,2223.1704,2488.0168,0.01,0,1.11913,796.5105,Closing Guaranteed Death Benefit,SOURCE_CHANGE
40b70255-1c18-488f-821c-492a2835c810,P20008557,REMAINING,4698425d-e165-4881-a5dd-b90e342e1795,15,92ae5c91-e2f7-4112-8063-b143c467e4b3,T75,PP,113.95,1985-07-22,2025-02-01,43,32,MALE,NA,NA,NA,YEARLY,5.3,2160.4446,2201.159,2223.1704,2488.0168,0.01,0,1.11913,796.5105,Closing Death Uplift Factor,SOURCE_CHANGE
40b70255-1c18-488f-821c-492a2835c810,P20008557,REMAINING,aff89bf5-604e-4989-8b11-c3ba24d1fca1,16,92ae5c91-e2f7-4112-8063-b143c467e4b3,T75,PP,113.95,1985-07-22,2025-02-01,43,32,MALE,NA,NA,NA,YEARLY,5.3,2160.4446,2201.159,2223.1704,2488.0168,0.01,0,1.11913,796.5105,Closing Exit Bonus Rate,SOURCE_CHANGE
40b70255-1c18-488f-821c-492a2835c810,P20008557,REMAINING,7e38d53b-960c-44e1-8adc-13bf645196ec,17,92ae5c91-e2f7-4112-8063-b143c467e4b3,T75,PP,113.95,1985-07-22,2025-02-01,43,32,MALE,NA,NA,NA,YEARLY,5.3,2160.4446,2201.159,2223.1707,2488.017,0.01,0,1.11913,796.5105,AoC Closing Consistency Check,SOURCE_CHANGE
40b70255-1c18-488f-821c-492a2835c810,P20008557,REMAINING,b5c1db87-1bdd-4574-ad7a-86e4122c4799,18,92ae5c91-e2f7-4112-8063-b143c467e4b3,T75,PP,113.95,1985-07-22,2025-02-01,43,32,MALE,NA,NA,NA,YEARLY,5.3,2160.4446,2201.159,2223.1707,2488.017,0.01,0,1.11913,796.5105,Status Changes To Paid-Up,DATA_CHANGE
40b70255-1c18-488f-821c-492a2835c810,P20008557,REMAINING,ba0238f1-df2b-43c7-95b2-557d846a81f8,19,92ae5c91-e2f7-4112-8063-b143c467e4b3,T75,PP,113.95,1985-07-22,2025-02-01,43,32,MALE,NA,NA,NA,YEARLY,5.3,2160.4446,2201.159,2223.1707,2488.017,0.01,0,1.11913,796.5105,Move To Closing Data,MOVE_TO_CLOSING_DATA
40b70255-1c18-488f-821c-492a2835c810,P20008557,REMAINING,cf93808c-bacc-4137-b849-6227df8c177f,20,92ae5c91-e2f7-4112-8063-b143c467e4b3,T75,PP,113.95,1985-07-22,2025-02-01,43,32,MALE,NA,NA,NA,YEARLY,5.3,2160.4446,2201.159,2223.1707,2488.017,0.01,0,1.11913,796.5105,Add New Records,ADD_NEW_RECORDS
40b70255-1c18-488f-821c-492a2835c810,P20008557,REMAINING,3f8c9b7e-2a4d-4f3a-9e2e-7d1c8a9f6b2c,21,92ae5c91-e2f7-4112-8063-b143c467e4b3,T75,PP,113.95,1985-07-22,2025-02-01,43,32,MALE,NA,NA,NA,YEARLY,5.3,2165.6462,2201.9004,2223.9194,2488.855,0.01,0,1.11913,796.5105,Move To Closing Month-End,SOURCE_CHANGE
40b70255-1c18-488f-821c-492a2835c810,P20008557,REMAINING,9a1d4c3f-6b7e-4d2a-8f9c-3e2b1a7d5c4e,22,92ae5c91-e2f7-4112-8063-b143c467e4b3,T75,PP,113.95,1985-07-22,2025-02-01,43,32,MALE,NA,NA,NA,YEARLY,5.3,2154.8987,2211.4917,2233.6067,2499.6963,0.01,0,1.11913,796.5105,Switch To Valuation Asset Shares,SOURCE_CHANGE
40b70255-1c18-488f-821c-492a2835c810,P20403278,REMAINING,f198c564-7f6b-46a7-af3c-bd9b4ef6bc1b,0,00000000-0000-0000-0000-000000000000,T68,PP,947.1,1988-06-19,2025-01-01,55,20,FEMALE,NA,NA,NA,MONTHLY,2.87,9028.467,9178.622,9270.408,10765.711,0.01,0,1.1612985,6203.505,Opening Re-Run,OPENING_RERUN
40b70255-1c18-488f-821c-492a2835c810,P20403278,REMAINING,6920fbd3-e1d1-4459-aca9-aa7c63267a14,1,00000000-0000-0000-0000-000000000000,T68,PP,947.1,1988-06-19,2025-01-01,55,20,FEMALE,NA,NA,NA,MONTHLY,2.87,9028.467,9178.622,9270.408,10765.711,0.01,0,1.1612985,6203.505,Remove Exited Records,REMOVE_EXITED_RECORDS
40b70255-1c18-488f-821c-492a2835c810,P20403278,REMAINING,6d3385fc-8e01-4e95-9dc2-65471813ea5e,2,00000000-0000-0000-0000-000000000000,T68,PP,947.1,1988-06-19,2025-01-01,55,20,FEMALE,NA,NA,NA,MONTHLY,2.87,9028.467,9178.622,9270.408,10765.711,0.01,0,1.1612985,6203.505,Restated Opening Data,DATA_CHANGE
40b70255-1c18-488f-821c-492a2835c810,P20403278,REMAINING,1254ec7b-e4ee-4a3b-b295-def984bc7e80,3,00000000-0000-0000-0000-000000000000,T68,PP,947.1,1988-06-19,2025-01-01,55,20,FEMALE,NA,NA,NA,MONTHLY,2.87,9028.467,9178.622,9270.408,10765.711,0.01,0,1.1612985,6203.505,AoC Opening Consistency Check,SOURCE_CHANGE
40b70255-1c18-488f-821c-492a2835c810,P20403278,REMAINING,7f0492ca-6211-4032-bf89-a15879d07856,4,00000000-0000-0000-0000-000000000000,T68,PP,947.1,1988-06-19,2025-01-01,55,20,FEMALE,NA,NA,NA,MONTHLY,2.87,9028.467,9178.622,9270.408,10765.711,0.01,0,1.1612985,6203.505,Restated Opening Adjustments,SOURCE_CHANGE
40b70255-1c18-488f-821c-492a2835c810,P20403278,REMAINING,d3d411ec-f5d7-419a-a9ff-67e3d95a9e15,5,00000000-0000-0000-0000-000000000000,T68,PP,947.1,1988-06-19,2025-01-01,55,20,FEMALE,NA,NA,NA,MONTHLY,2.87,9034.837,9179.027,9270.817,10766.187,0.01,0,1.1612985,6203.505,Restated Opening Returns,SOURCE_CHANGE
40b70255-1c18-488f-821c-492a2835c810,P20403278,REMAINING,61530067-7402-435c-8c3e-933d80d19220,6,00000000-0000-0000-0000-000000000000,T68,PP,947.1,1988-06-19,2025-01-01,55,20,FEMALE,NA,NA,NA,MONTHLY,2.87,8360.053,8493.467,8578.401,9962.085,0.01,0,1.1612985,6203.505,Restated Opening Deductions,SOURCE_CHANGE
40b70255-1c18-488f-821c-492a2835c810,P20403278,REMAINING,12ff0e3a-eab8-4d55-94d5-92a561abd141,7,00000000-0000-0000-0000-000000000000,T68,PP,947.1,1988-06-19,2025-01-01,55,20,FEMALE,NA,NA,NA,MONTHLY,2.87,8391.344,8526.242,8611.505,10000.527,0.01,0,1.1612985,6203.505,Move To Closing Run Date,SOURCE_CHANGE
40b70255-1c18-488f-821c-492a2835c810,P20403278,REMAINING,92ae5c91-e2f7-4112-8063-b143c467e4b3,8,92ae5c91-e2f7-4112-8063-b143c467e4b3,T68,PP,947.1,1988-06-19,2025-02-01,55,20,FEMALE,NA,NA,NA,MONTHLY,2.87,8391.344,8526.242,8611.505,10000.527,0.01,0,1.1612985,6203.505,Data Roll-Forward,DATA_CHANGE
40b70255-1c18-488f-821c-492a2835c810,P20403278,REMAINING,1b901498-b74d-408c-a3b4-f8654f63cf41,9,92ae5c91-e2f7-4112-8063-b143c467e4b3,T68,PP,947.1,1988-06-19,2025-02-01,55,20,FEMALE,NA,NA,NA,MONTHLY,2.87,8391.344,8526.242,8611.505,10000.527,0.01,0,1.1612985,6203.505,Adjustments,SOURCE_CHANGE
40b70255-1c18-488f-821c-492a2835c810,P20403278,REMAINING,320d8985-c752-43e1-89ba-72411a2053ad,10,92ae5c91-e2f7-4112-8063-b143c467e4b3,T68,PP,947.1,1988-06-19,2025-02-01,55,20,FEMALE,NA,NA,NA,MONTHLY,2.87,8394.213,8529.112,8614.403,10003.895,0.01,0,1.1612985,6203.505,Premiums,SOURCE_CHANGE
40b70255-1c18-488f-821c-492a2835c810,P20403278,REMAINING,a1639a6e-9660-4f8f-8029-ce01d2767ce7,11,92ae5c91-e2f7-4112-8063-b143c467e4b3,T68,PP,947.1,1988-06-19,2025-02-01,55,20,FEMALE,NA,NA,NA,MONTHLY,2.87,8339.651,8473.673,8558.409,9938.868,0.01,0,1.1612985,6203.505,Deductions,SOURCE_CHANGE
40b70255-1c18-488f-821c-492a2835c810,P20403278,REMAINING,4eafa688-4ae0-4ded-aa92-2710f876a981,12,92ae5c91-e2f7-4112-8063-b143c467e4b3,T68,PP,947.1,1988-06-19,2025-02-01,55,20,FEMALE,NA,NA,NA,MONTHLY,2.87,8329.818,8463.683,8548.319,9927.15,0.01,0,1.1612985,6203.505,Mortality Charges,SOURCE_CHANGE
40b70255-1c18-488f-821c-492a2835c810,P20403278,REMAINING,2df7f353-9b69-40c3-9f97-7b1fef2b8b2b,13,92ae5c91-e2f7-4112-8063-b143c467e4b3,T68,PP,947.1,1988-06-19,2025-02-01,55,20,FEMALE,NA,NA,NA,MONTHLY,2.87,8360.997,8495.527,8580.482,9964.502,0.01,0,1.1612985,6203.505,Investment Returns,SOURCE_CHANGE
40b70255-1c18-488f-821c-492a2835c810,P20403278,REMAINING,8d823d72-6027-49c0-8962-c1f725d199a5,14,92ae5c91-e2f7-4112-8063-b143c467e4b3,T68,PP,947.1,1988-06-19,2025-02-01,55,20,FEMALE,NA,NA,NA,MONTHLY,2.87,8360.997,8495.527,8580.482,9964.502,0.01,0,1.1612985,6212.976,Closing Guaranteed Death Benefit,SOURCE_CHANGE
40b70255-1c18-488f-821c-492a2835c810,P20403278,REMAINING,4698425d-e165-4881-a5dd-b90e342e1795,15,92ae5c91-e2f7-4112-8063-b143c467e4b3,T68,PP,947.1,1988-06-19,2025-02-01,55,20,FEMALE,NA,NA,NA,MONTHLY,2.87,8360.997,8495.527,8580.482,9964.502,0.01,0,1.1612985,6212.976,Closing Death Uplift Factor,SOURCE_CHANGE
40b70255-1c18-488f-821c-492a2835c810,P20403278,REMAINING,aff89bf5-604e-4989-8b11-c3ba24d1fca1,16,92ae5c91-e2f7-4112-8063-b143c467e4b3,T68,PP,947.1,1988-06-19,2025-02-01,55,20,FEMALE,NA,NA,NA,MONTHLY,2.87,8360.997,8495.527,8580.482,9964.502,0.01,0,1.1612985,6212.976,Closing Exit Bonus Rate,SOURCE_CHANGE
40b70255-1c18-488f-821c-492a2835c810,P20403278,REMAINING,7e38d53b-960c-44e1-8adc-13bf645196ec,17,92ae5c91-e2f7-4112-8063-b143c467e4b3,T68,PP,947.1,1988-06-19,2025-02-01,55,20,FEMALE,NA,NA,NA,MONTHLY,2.87,8360.997,8495.527,8580.483,9964.502,0.01,0,1.1612985,6212.976,AoC Closing Consistency Check,SOURCE_CHANGE
40b70255-1c18-488f-821c-492a2835c810,P20403278,REMAINING,b5c1db87-1bdd-4574-ad7a-86e4122c4799,18,92ae5c91-e2f7-4112-8063-b143c467e4b3,T68,PP,947.1,1988-06-19,2025-02-01,55,20,FEMALE,NA,NA,NA,MONTHLY,2.87,8360.997,8495.527,8580.483,9964.502,0.01,0,1.1612985,6212.976,Status Changes To Paid-Up,DATA_CHANGE
40b70255-1c18-488f-821c-492a2835c810,P20403278,REMAINING,ba0238f1-df2b-43c7-95b2-557d846a81f8,19,92ae5c91-e2f7-4112-8063-b143c467e4b3,T68,PP,947.1,1988-06-19,2025-02-01,55,20,FEMALE,NA,NA,NA,MONTHLY,2.87,8360.997,8495.527,8580.483,9964.502,0.01,0,1.1612985,6212.976,Move To Closing Data,MOVE_TO_CLOSING_DATA
40b70255-1c18-488f-821c-492a2835c810,P20403278,REMAINING,cf93808c-bacc-4137-b849-6227df8c177f,20,92ae5c91-e2f7-4112-8063-b143c467e4b3,T68,PP,947.1,1988-06-19,2025-02-01,55,20,FEMALE,NA,NA,NA,MONTHLY,2.87,8360.997,8495.527,8580.483,9964.502,0.01,0,1.1612985,6212.976,Add New Records,ADD_NEW_RECORDS
40b70255-1c18-488f-821c-492a2835c810,P20403278,REMAINING,3f8c9b7e-2a4d-4f3a-9e2e-7d1c8a9f6b2c,21,92ae5c91-e2f7-4112-8063-b143c467e4b3,T68,PP,947.1,1988-06-19,2025-02-01,55,20,FEMALE,NA,NA,NA,MONTHLY,2.87,8382.788,8499.588,8584.583,9969.264,0.01,0,1.1612985,6212.976,Move To Closing Month-End,SOURCE_CHANGE
40b70255-1c18-488f-821c-492a2835c810,P20403278,REMAINING,9a1d4c3f-6b7e-4d2a-8f9c-3e2b1a7d5c4e,22,92ae5c91-e2f7-4112-8063-b143c467e4b3,T68,PP,947.1,1988-06-19,2025-02-01,55,20,FEMALE,NA,NA,NA,MONTHLY,2.87,8351.528,8529.314,8614.607,10004.13,0.01,0,1.1612985,6212.976,Switch To Valuation Asset Shares,SOURCE_CHANGE
